timestamp_utc,date,symbol,side,notional,qty,current_weight,target_weight,reason,submitted
2026-05-26T20:02:37.363655+00:00,2026-05-26,SGOV,buy,11217.5,111.472698,0.6691909636285205,0.6803012634332355,rebalance_to_target,true
2026-05-26T20:02:37.363655+00:00,2026-05-26,SMH,sell,6169.14,10.246202,0.1322863709391301,0.12617618920918908,rebalance_to_target,true
2026-05-26T20:02:37.363655+00:00,2026-05-26,XLK,sell,5029.82,27.163236,0.1985042973004536,0.19352254735757538,rebalance_to_target,true
