timestamp_utc,date,action,signal,selected_assets,target_weights_json,orders_count,submitted_order_count,portfolio_value,net_liquidation,account_status,warnings
2026-05-26T20:02:37.363655+00:00,2026-05-26,submitted,macro_rotation,SMH|XLK,"{""SGOV"":0.6803012634332355,""SMH"":0.12617618920918908,""XLK"":0.19352254735757538}",3,3,1009648.51,1009648.51,connected,
